"Début d'événement";"Type d'événement";"Lieu de l'événement";"Nom Organisme";"Type d'organisme";"Identifiant";"Style";"Categorie";"Genre";"Titre";"Texte Début";"Texte Milieu";"Texte Fin";"Commune";"Département";"Code INSEE";"Code Postal";"Coordonnées GPS";"Date Modification";"Jour Min";"Jour Max";"Tarif Mention Payant";"Tarif Général";"Tarif Réduit";"Tarif Autre";"Photo 1 Légende";"Photo 1 Crédit";"Photo 2 Légende";"Photo 2 Crédit";"Photo 3 Légende";"Photo 3 Crédit";"Age Minimum";"Liens Vidéos"
"2016-09-15";"Atelier, activité de loisirs";"44/Orvault";"ensemble vocal Voctambule";"Autre organisme à but non lucratif";"5250289";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Ensemble vocal Voctambule";"";"13 amateurs se retrouvent chaque jeudi pour chanter sous la direction de Line Billard. Répertoires de Michèle Bernard et Anne Sylvestre et pièces classiques et populaires de la musique d'Amérique Latine.";"Du jeudi 15 septembre 2016 au jeudi 29 juin 2017, 20h30 à 22h30, Ferme de la Bugallière, 10, rue du Pont-Marchand, Orvault. Tarif 110€. Contact et réservation : 02 40 16 21 59, 06 82 69 84 18, edouard.boureau@orange.fr";"Orvault";"44";"44114";"44700";"47.2625, -1.632107";"2016-09-12";"2016-09-15";"2017-06-29";"oui";"110";"";"";"Ensemble vocal Voc?tambule";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/Bouaye";"handball-club du Lac";"Association";"5423782";"Loisirs et sports";"Sport";"Autre";"Retransmission mondial handball";"";"Organisé par le Handball-club du Lac. 18 h : 1/8e de finale du Mondial de handball avec l'équipe de France ; 20 h 45 : 2e match des 1/8e de finale.";"Samedi 21 janvier, 18h, Restaurant le Commerce, 19, place du Pays de Retz, Bouaye. Gratuit. Réservation : 02 40 32 61 68. Contact : handballdulac@free.fr, https://www.facebook.com/handballclubdulac/";"Bouaye";"44";"44018";"44830";"47.14377, -1.695742";"2017-01-17";"2017-01-21";"2017-01-21";"non";"";"";"";"Affiche du retransmission du Mondial 2017";"HBCL";"";"";"";"";"";""
"2017-01-16";"Réunion, assemblée";"44/Saint-André-des-Eaux";"Ville de Saint-André-des-Eaux";"Mairie";"5393994";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Réunion publique";"ZAC centre bourg : ouverture de l’enquête publique";"Réunion publique. Organisateur : Ville de Saint-André-des-Eaux.";"Permanences en mairie pour recevoir le public pour la nouvelle enquête publique : lundi 16 janvier de 9 h à 12 h (ouverture), jeudi 26 janvier de 14 h à 17 h, mercredi 1er février de 9 h à 12 h, samedi 11 février de 9 h à 12 h et jeudi 16 février de 14 h à 17 h (clôture).";"Du lundi 16 janvier au jeudi 16 février, 9h à 12h, Place de la Mairie, Saint-André-des-Eaux. Contact : 02 51 10 62 62.";"Saint-André-des-Eaux";"44";"44151";"44117";"47.3135, -2.310916";"2016-12-20";"2017-01-16";"2017-02-16";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-08";"Exposition, musée";"44/Nantes";"passage Sainte-Croix";"Équipement à but non lucratif (culture, sport et loisir)";"5414160";"Voir visiter";"Exposition, musée";"Exposition";"Voici l’eau";"Exposition.";"Le Passage Sainte-Croix donne carte blanche à l'artiste plasticien nantais Jean-Louis Pasquet pour métamorphoser le Patio et plonger le promeneur dans une œuvre textile immersive et lumineuse aux couleurs de l'eau.";"Jusqu'au samedi 11 février, 12h à 18h30, Passage Sainte-Croix, 9, rue de la Bâclerie, quartier Bouffay, Nantes. Gratuit. Contact et réservation : 02 51 83 23 75, accueil.passage@gmail.com, http://www.passagesaintecroix.fr";"Nantes";"44";"44109";"44000";"47.21514, -1.55368";"2017-01-18";"2017-01-08";"2017-02-11";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Porte ouverte";"44/Indre";"Ecole sainte anne";"Etablissement scolaire, universitaire";"5411892";"Voir visiter";"Portes ouvertes, forums";"Portes ouvertes, forums";"Portes ouvertes de l'école Sainte-Anne";"";"Visite de cette petite école aux classes multi-niveaux et aux effectifs réduits favorisant les apprentissages. Toute l'équipe enseignante ainsi que les membres des bureaux se feront un plaisir de recevoir les visiteurs.";"Samedi 21 janvier, 10h à 12h, École, 1, place du Prieuré, Indre. Contact : 02 40 38 07 32, http://indre-steanne.fr/";"Indre";"44";"44074";"44610";"47.19934, -1.67248";"2017-01-06";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Sport";"44/Saint-Joachim";"Tennis-club";"Association";"5425953";"Loisirs et sports";"Sport";"Match";"Tennis";"";"Rencontre championnat hiver hommes plus de 35 : TC Saint-Joachim/Crossac.";"Dimanche 22 janvier, 9h, Halle sports de raquettes, Saint-Joachim.";"Saint-Joachim";"44";"44168";"44720";"47.38589, -2.202302";"2017-01-17";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Porte ouverte";"44/Guémené-Penfao";"Système d'échange local du Don (Sel)";"Association";"5401680";"Voir visiter";"Portes ouvertes, forums";"Portes ouvertes, forums";"Adhésions au système d' échange local sel du don";"";"Rejoindre le réseau d'adhérents au système d'échange local, pour échanger des services et coups de main sans argent car dans tout Sel l'unité d'échange est le temps, une minute vaut un grain de sel. Renseignements par téléphone ou à cette permanence, inscription possible toute l'année.";"Samedi 21 janvier, 15h30 à 17h, Maison des associations, 33, rue de Châteaubriant, Guémené-Penfao. Contact : 02 40 51 06 54, alainseiller44@live.fr";"Guémené-Penfao";"44";"44067";"44290";"47.62882, -1.8453";"2016-12-28";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Religion";"44/Guémené-Penfao";"paroisse Sainte-Anne";"Institution religieuse";"5425268";"Réunions formations cérémonies";"Cérémonie, commémoration, religions";"Messe";"Messe";"";"Samedi 21 : messe à 18 h à Conquereuil. Vendredi 27 : messe à 9 h 30 à Conquereuil.";"Samedi 21, vendredi 27 janvier, Guémené-Penfao.";"Guémené-Penfao";"44";"44067";"44290";"47.62853, -1.83245";"2017-01-16";"2017-01-21";"2017-01-27";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-26";"Atelier, activité de loisirs";"44/Nantes";"la compagnie du Café-Théâtre";"Équipement à but non lucratif (culture, sport et loisir)";"5187770";"Loisirs et sports";"Atelier, activité de loisirs";"Atelier théâtre";"Atelier théâtre";"";"Cours de théâtre à Nantes pour adultes, l'école du rire de La Compagnie du Café-Théâtre est parrainée par Anne Roumanoff. Elle propose des cours de théâtre adaptés à chacun (envie, niveaux) de deux heures par semaine (hors vacances scolaire), du lundi au jeudi de 18h30 à 20h30 ou de 21h à 23h.";"Du lundi 26 septembre 2016 au vendredi 30 juin 2017, 18h30 à 20h30 et 21h à 23h, La compagnie du Café-Théâtre, 6, rue des Carmélites, Nantes. Tarif 470€, réduit 420€. Contact et réservation : 06 60 90 38 61, http://www.nantes-spectacles.com/cours-de-theatre-nantes.html";"Nantes";"44";"44109";"44000";"47.21656, -1.551213";"2016-07-21";"2016-09-26";"2017-06-30";"oui";"470";"420";"";"cours de théâtre à Nantes";"";"";"";"";"";"";""
"2017-01-20";"Spectacle";"85/Mouilleron-le-Captif";"O spectacles";"Équipement à but non lucratif (culture, sport et loisir)";"5079996";"Concerts, spectacles";"Autres scènes";"Autre";"Messmer, le fascinateur";"";"De son regard perçant, et grâce à ses techniques d’hypnoses, de transfert d’énergie et de magnétisme, il invite le spectateur à lâcher prise et à flirter avec son subconscient. Appelé le fascinateur, Messmer invite à un spectacle unique et surprenant.";"Vendredi 20 janvier 2017, 20h, Vendespace, Mouilleron-le-Captif. Tarif De 44,50 € à 59,50 €. Contact et réservation : 02 40 48 97 30, contact@ospectacles.fr, www.ospectacles.fr";"Mouilleron-le-Captif";"85";"85155";"85000";"46.7202, -1.459266";"2016-05-06";"2017-01-20";"2017-01-20";"oui";"";"";"De 44,50 € à 59,50 €";"";"";"";"";"";"";"";""
"2017-01-10";"Action caritative";"44/Saint-Nazaire";"Secours populaire français";"Association";"5417312";"Vie quotidienne";"Quête, vente caritative, appel aux dons";"Opération solidarité";"Secours populaire français";"Opération solidarité.";"Les bénévoles du SPF sont invités à venir très vite retirer les carnets de bons de la campagne 2017 « Don’actions ». L’opération a pour but de financer les achats et maintenance des matériels, équipements (véhicules, informatique, etc.) indispensables aux missions de solidarité du Secours populaire.";"Jusqu'au jeudi 23 mars, Carrefour des solidarités, rue Vasco-de-Gama, Saint-Nazaire. Contact : 02 40 66 64 34.";"Saint-Nazaire";"44";"44184";"44600";"47.28558, -2.226607";"2017-01-10";"2017-01-10";"2017-03-23";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-09-05";"Sport";"44/Saint-Herblain";"football de table Herblinois";"Association";"5232997";"Loisirs et sports";"Sport";"Mémento sportif";"Football de table Herblinois";"Mémento sportif.";"Pour améliorer votre niveau, découvrir l’aspect sportif du babyfoot ou tout simplement retrouver le plaisir de jouer sur un Bonzini. Tous les lundis et vendredis de 19 h à 22 h 30.";"Du lundi 5 septembre 2016 au vendredi 30 juin 2017, Complexe sportif Bourgonnière, 34, allée de la Bourgonnière, Saint-Herblain. Contact : clubfth@gmail.com, http://www.clubfth.com";"Saint-Herblain";"44";"44162";"44800";"47.21442, -1.63888";"2016-09-01";"2016-09-05";"2017-06-30";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-18";"Ordure, déchet";"44/Saint-Herblain";"Nantes Métropole";"Association";"5427479";"Vie quotidienne";"Collecte ordures, déchèterie, balayage";"Collecte (cartons et journaux, ordures, ferraille, verre…)";"Distribution des sacs transparents";"";"Distribution annuelle pour la collecte sélective des déchets recyclables par Nantes métropole. Pour recevoir la dotation annuelle, un justificatif de domicile devra être présenté aux agents de distribution.";"Mercredi 18, samedi 21 janvier, 10h à 17h, Place de la Paix, Saint-Herblain. Contact : 02 28 03 41 50.";"Saint-Herblain";"44";"44162";"44800";"47.21146, -1.653235";"2017-01-17";"2017-01-18";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Conférence";"44/Guérande";"Amaïna";"Association";"5407854";"Voir visiter";"Conférence";"Conférence";"S’alimenter pour la vie";"Conférence.";"Par Marie Glémin spécialiste en énergétique chinoise sur le thème : comment pouvons-nous agir pour notre santé et celle de la terre ?";"Samedi 21 janvier, 16h30, Salle Amaïna, 5, rue de La Pierre-Villejames, Guérande. Gratuit. Contact : 06 62 03 61 88, www.salle-amaina.org";"Guérande";"44";"44069";"44350";"47.328, -2.429759";"2017-01-04";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Don du sang, vaccination";"44/Sainte-Anne-sur-Brivet";"Association pour le don de sang bénévole";"Association";"5424072";"Vie quotidienne";"Don du sang, vaccination";"Don du sang";"Don du sang";"";"Assemblée générale de l’association pour le don de sang bénévole de Sainte-Anne-Sur-Brivet-Quilly. Remise de diplômes, élections, buffet.";"Vendredi 20 janvier, 19h30, Salle polyvalente, Sainte-Anne-sur-Brivet. Contact : 02 40 81 82 06, adsb.ste.annesurbrivet@orange.fr";"Sainte-Anne-sur-Brivet";"44";"44152";"44160";"47.45801, -2.005164";"2017-01-16";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Atelier, activité de loisirs";"44/Guérande";"Amaïna";"Association";"5407862";"Loisirs et sports";"Atelier, activité de loisirs";"Cours";"Cours de Postural-Ball";"";"Un mélange de gym douce et de relaxation à l’aide d’un ballon.";"Dimanche 22 janvier, 10h30 à 11h30, Salle Amaïna, 5, rue de La Pierre-Villejames, Guérande. Réservation : 06 08 72 61 44, acorpsgym@orange.fr, www.salle-amaina.org";"Guérande";"44";"44069";"44350";"47.328, -2.429759";"2017-01-04";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Réunion, assemblée";"44/Bouaye";"Randonnée boscéenne";"Association";"5412178";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Assemblée générale";"Randonnée boscéenne";"Assemblée générale. Vendredi 20 janvier, 20h, Salle Eugène-Lévêque, Bouaye.";"";"";"Bouaye";"44";"44018";"44830";"47.14379, -1.693671";"2017-01-06";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Réunion, assemblée";"44/Saint-Nazaire";"Attac Saint-Nazaire presqu'île pays de Retz";"Association";"5425910";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Rassemblement";"Journée d’action européenne contre le Ceta et le Tafta";"Organisateur : Attac Saint-Nazaire Presqu'île Pays-de-Retz et collectif Stop Tafta/Ceta.";"Le collectif sera présent pour informer des enjeux du Ceta, l’accord de libre-échange entre l’UE et le Canada avant le vote au Parlement Européen le 14 et 15 février ainsi que pour annoncer la conférence désarticulée « Mais où est passé Robin des Bois ? » qu’il organise le 26 janvier.";"Samedi 21 janvier, 15h30 à 18h, Esplanade des Droits de l’Homme, Rue de la Paix, Saint-Nazaire.";"Saint-Nazaire";"44";"44184";"44600";"47.27698, -2.212967";"2017-01-16";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Sport";"44/Saint-Lumine-de-Coutais";"Étoile sportive du lac football";"Association";"5428684";"Loisirs et sports";"Sport";"Mémento sportif";"Étoile sportive du lac football";"Mémento sportif.";"Vendredi : à 21 h, vétérans en championnat à Chaumes-en-Retz contre Arche FC. Samedi : à 14 h, U15 A reçoit en championnat Nantes Saint-Yves 1 ; à 14 h 15, U12 en championnat à La Chapelle-Heulin contre La Chapelle-Heulin FCEV 1 ; à 16 h, U15 B en championnat à Pont-Saint-Martin contre FC Grand-Lieu 2 ; à 18 h, U18 en championnat à La Montagne contre La Montagne FC 1. Dimanche : à 15 h, seniors B en championnat à Legé contre Legé FC 3 ; à 15 h, seniors A reçoit en championnat Chaumes-en-Retz FC 1.";"Vendredi 20, samedi 21, dimanche 22 janvier, Stade Marcel-Bonneau, rue du Stade, Saint-Lumine-de-Coutais. Contact : http://www.esdulacfoot.fr/";"Saint-Lumine-de-Coutais";"44";"44174";"44310";"47.05744, -1.723352";"2017-01-18";"2017-01-20";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/Orvault";"Orvault sport tennis de table";"Association";"5425695";"Loisirs et sports";"Sport";"Mémento sportif";"Orvault sport tennis de table";"Mémento sportif.";"Samedi : à 14 h, minimes contre Saint-Julien TT, cadets1 contre Sainte-Pazanne, juniors contre Saffré. À l'extérieur, pré-région féminines à Saint-Jo, D1 féminines à La Chevrolière, benjamins à Saffré, cadets 2 à Boussay. Dimanche : à 8 h 30, D0 contre Bouaye, D1G contre Presqu'île, D2E contre Rezé, D2J contre Ligné, D5B contre Montoir. À l'extérieur : régionale 2 au May-Jallais, D1H à Chapelaine, D2K à Sainte-Luce, D3 à Carquefou, D4B à Indre, D4D à Ancenis, D5D à Le Baut. Pour les rencontres à l'extérieur, heure et lieu fixés par les capitaines.";"Samedi 21, dimanche 22 janvier, Salle Germain-Tilagone, complexe sportif Roger-Picaud 108, rue Claude-Antoine-Pecot, Orvault. Contact : 06 74 94 69 34, secretaire@orvaultping.com, www.orvaultping.com";"Orvault";"44";"44114";"44700";"47.27435, -1.619405";"2017-01-16";"2017-01-21";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-10-07";"Formation, vie scolaire, concours";"44/Nantes";"Casal Català de Nantes Tirant Lo Blanc";"Association";"5252686";"Réunions formations cérémonies";"Formation, vie scolaire, examens, concours";"Formation";"Cours de catalan pour débutant et avancé";"Organisateur : Casal Català de Nantes Tirant Lo Blanc.";"Apprendre le catalan (niveau débutant et avancé), le vendredi de 17 h 30 à 19 h ou de 19 h à 20 h 30, d’octobre à juin (hors vacances scolaires). La durée est de 1 h 30, pendant 27 semaines (40,5 heures au total).";"Du vendredi 7 octobre 2016 au vendredi 23 juin 2017, 17h30 à 19h et 19h à 20h30, Île de Beaulieu, Nantes. Payant. Inscription avant le 30 septembre. Contact : 06 65 69 80 80, info@casalcatalanantes.org, www.casalcatalanantes.org";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"2016-10-04";"2016-10-07";"2017-06-23";"oui";"";"";"";"";"";"";"";"";"";"";""
"2017-01-03";"Formation, vie scolaire, concours";"44/Chaumes-en-Retz";"école primaire Jean-Monnet";"Etablissement scolaire, universitaire";"5406776";"Réunions formations cérémonies";"Formation, vie scolaire, examens, concours";"Vie scolaire (inscriptions...)";"Inscriptions à l’école Jean-Monnet";"";"La directrice se tient à la disposition des parents pour l'inscription en septembre 2017 de leur enfant. Prendre un rendez-vous, apporter l'inscription mairie, le livret de famille et le carnet de santé de l'enfant. Pré-inscription possible à l'école pour les enfants nés en 2015.";"Jusqu'au vendredi 30 juin, École Jean-Monnet, 24, allée des Chaumes, Chaumes-en-Retz. Contact : 02 40 64 89 33.";"Chaumes-en-Retz";"44";"44005";"44320";"47.12042, -1.93734";"2017-01-03";"2017-01-03";"2017-06-30";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Jeux, concours";"44/Saint-Michel-Chef-Chef";"association pour le don de sang bénévole, mairie";"Association";"5416364";"Loisirs et sports";"Jeux, concours, rallye";"Autre";"Concours de belote";"";"Organisé par l’association pour le don du sang bénévole. Un lot pour chaque joueur, 1er lot : colis de bœuf. Sur place bar, bourriche et pâtisseries.";"Dimanche 22 janvier, 14h30, Salle Beauséjour, Saint-Michel-Chef-Chef. Tarif 8.50€.";"Saint-Michel-Chef-Chef";"44";"44182";"44730";"47.1823, -2.148009";"2017-01-10";"2017-01-22";"2017-01-22";"oui";"8.50";"";"";"";"";"";"";"";"";"";""
"2016-12-21";"Horaire, permanence";"44/Saint-Brevin-les-Pins";"club pétanque Brévinois";"Équipement à but non lucratif (culture, sport et loisir)";"5388457";"Vie quotidienne";"Horaires, ouverture, permanence";"Permanence";"Club pétanque Brévinois";"Permanence.";"Renouvellement des licences.";"Mercredi 21 décembre 2016, 17h, samedi 7 janvier 2017, 10h, mercredi 1er février 2017, 17h, 9, avenue des Sports, Saint-Brevin-les-Pins. Contact : 06 79 47 04 18.";"Saint-Brevin-les-Pins";"44";"44154";"44250";"47.24724, -2.16672";"2016-12-15";"2016-12-21";"2017-02-01";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Sport";"44/Ancenis";"Pays d'Ancenis basket";"Association";"5428751";"Loisirs et sports";"Sport";"Match";"Pays d'Ancenis Basket";"";"RF3 seniors Havre et Loire contre Trignac à 13 h 30; RM3 seniors Havre et Loire contre ABC 3 rivières à 15 h 30.";"Dimanche 22 janvier, 13h30 et 15h30, Salle du Pressoir-Rouge, Ancenis. Gratuit. Contact : www.paysdancenisbasket.fr";"Ancenis";"44";"44003";"44150";"47.37557, -1.183801";"2017-01-18";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
